Order ID,Product,Image url,Quantity Ordered,Price Each,Order Date,Purchase Address
296018,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/28/2019 7:14,"305 Dogwood St, Portland, ME 04101"
296027,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/20/2019 6:27,"577 10th St, Los Angeles, CA 90001"
296047,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/2/2019 18:09,"433 4th St, Los Angeles, CA 90001"
296048,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/7/2019 14:03,"441 Meadow St, Dallas, TX 75001"
296057,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/5/2019 12:41,"487 Willow St, Atlanta, GA 30301"
296069,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/22/2019 4:48,"465 Lakeview St, Portland, OR 97035"
296075,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/11/2019 12:47,"284 Jefferson St, Los Angeles, CA 90001"
296087,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/26/2019 1:06,"654 Wilson St, San Francisco, CA 94016"
296099,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/1/2019 9:12,"376 11th St, Los Angeles, CA 90001"
296115,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/3/2019 8:38,"457 Cedar St, New York City, NY 10001"
296117,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/2/2019 9:53,"223 6th St, Austin, TX 73301"
296119,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/6/2019 22:43,"585 10th St, New York City, NY 10001"
296128,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/24/2019 4:18,"148 Sunset St, Austin, TX 73301"
296134,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/16/2019 10:29,"545 Willow St, Portland, OR 97035"
296143,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/5/2019 20:25,"62 Highland St, Los Angeles, CA 90001"
296149,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/8/2019 23:12,"926 5th St, Seattle, WA 98101"
296157,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/15/2019 11:41,"46 12th St, Boston, MA 02215"
296161,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/13/2019 9:53,"638 1st St, New York City, NY 10001"
296167,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,4,2.99,12/22/2019 10:18,"298 9th St, Los Angeles, CA 90001"
296178,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/16/2019 17:47,"307 Chestnut St, Boston, MA 02215"
296193,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/25/2019 14:35,"863 Forest St, San Francisco, CA 94016"
296211,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/4/2019 0:04,"189 1st St, San Francisco, CA 94016"
296247,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/28/2019 14:54,"123 Washington St, New York City, NY 10001"
296278,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/17/2019 13:54,"666 Sunset St, Atlanta, GA 30301"
296283,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/6/2019 20:46,"654 Cedar St, Boston, MA 02215"
296286,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/22/2019 13:43,"790 Wilson St, Dallas, TX 75001"
296295,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/19/2019 19:57,"445 Washington St, Portland, OR 97035"
296304,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,7,2.99,12/23/2019 18:27,"567 Highland St, San Francisco, CA 94016"
296306,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/14/2019 11:11,"703 Hickory St, San Francisco, CA 94016"
296310,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 9:02,"994 West St, New York City, NY 10001"
296316,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/30/2019 14:54,"325 Walnut St, Austin, TX 73301"
296340,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/2/2019 12:10,"873 North St, Los Angeles, CA 90001"
296341,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/26/2019 21:52,"634 Elm St, Dallas, TX 75001"
296374,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/15/2019 20:22,"212 Walnut St, Boston, MA 02215"
296398,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/31/2019 9:47,"845 4th St, San Francisco, CA 94016"
296399,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/27/2019 9:45,"546 Church St, Atlanta, GA 30301"
296409,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/22/2019 12:28,"507 Johnson St, San Francisco, CA 94016"
296432,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/13/2019 13:56,"911 Cherry St, Boston, MA 02215"
296444,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,4,2.99,12/17/2019 14:24,"504 Hickory St, Atlanta, GA 30301"
296445,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/5/2019 14:25,"458 Jefferson St, Boston, MA 02215"
296454,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/28/2019 9:28,"965 Main St, San Francisco, CA 94016"
296462,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,5,2.99,12/17/2019 19:03,"584 Spruce St, Boston, MA 02215"
296464,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/26/2019 13:42,"286 1st St, San Francisco, CA 94016"
296487,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/3/2019 17:02,"925 2nd St, New York City, NY 10001"
296499,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/1/2019 23:13,"70 8th St, San Francisco, CA 94016"
296505,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/30/2019 9:13,"310 Hickory St, Portland, ME 04101"
296510,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/25/2019 7:59,"342 Elm St, San Francisco, CA 94016"
296512,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/10/2019 20:29,"244 Washington St, Atlanta, GA 30301"
296535,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/28/2019 18:33,"197 7th St, Dallas, TX 75001"
296538,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/1/2019 22:04,"144 South St, Atlanta, GA 30301"
296539,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/9/2019 11:06,"916 10th St, San Francisco, CA 94016"
296552,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/22/2019 15:51,"666 1st St, Atlanta, GA 30301"
296565,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 14:19,"915 Wilson St, Boston, MA 02215"
296570,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/20/2019 17:12,"769 Ridge St, San Francisco, CA 94016"
296597,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/3/2019 13:05,"527 Sunset St, Seattle, WA 98101"
296598,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/23/2019 10:08,"757 Lake St, Seattle, WA 98101"
296603,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/2/2019 20:21,"665 10th St, San Francisco, CA 94016"
296616,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/9/2019 21:47,"543 Hill St, Seattle, WA 98101"
296621,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/16/2019 10:39,"412 Sunset St, Seattle, WA 98101"
296642,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/29/2019 22:42,"369 10th St, San Francisco, CA 94016"
296646,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/28/2019 12:32,"299 Washington St, Atlanta, GA 30301"
296656,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/28/2019 10:36,"937 5th St, Atlanta, GA 30301"
296660,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/2/2019 20:57,"232 West St, San Francisco, CA 94016"
296665,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/29/2019 20:37,"336 Wilson St, Los Angeles, CA 90001"
296668,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/20/2019 16:07,"535 7th St, San Francisco, CA 94016"
296668,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,4,2.99,12/20/2019 16:07,"535 7th St, San Francisco, CA 94016"
296673,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/31/2019 18:14,"620 Spruce St, Boston, MA 02215"
296676,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/25/2019 13:41,"870 Hill St, San Francisco, CA 94016"
296681,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/10/2019 0:18,"786 6th St, Dallas, TX 75001"
296705,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/11/2019 11:07,"664 West St, Los Angeles, CA 90001"
296712,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/7/2019 12:03,"432 Forest St, Los Angeles, CA 90001"
296715,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/1/2019 14:37,"688 Dogwood St, Seattle, WA 98101"
296718,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,5,2.99,12/11/2019 10:23,"576 Johnson St, Seattle, WA 98101"
296720,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/16/2019 8:40,"640 8th St, Atlanta, GA 30301"
296724,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/24/2019 17:37,"459 4th St, Los Angeles, CA 90001"
296732,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/25/2019 21:32,"338 2nd St, Atlanta, GA 30301"
296742,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/2/2019 8:13,"821 13th St, Seattle, WA 98101"
296748,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/17/2019 18:47,"289 West St, New York City, NY 10001"
296755,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/31/2019 0:27,"500 Meadow St, Atlanta, GA 30301"
296756,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/14/2019 14:09,"976 Lake St, Seattle, WA 98101"
296774,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/26/2019 20:27,"174 8th St, Boston, MA 02215"
296786,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/5/2019 17:57,"891 Adams St, Seattle, WA 98101"
296790,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/9/2019 6:47,"577 Johnson St, San Francisco, CA 94016"
296792,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/2/2019 12:16,"900 Elm St, Dallas, TX 75001"
296795,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 15:53,"666 Willow St, San Francisco, CA 94016"
296798,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/19/2019 18:15,"360 7th St, San Francisco, CA 94016"
296807,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/13/2019 19:56,"781 Madison St, Los Angeles, CA 90001"
296821,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/6/2019 17:07,"840 Jefferson St, Seattle, WA 98101"
296850,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/29/2019 9:58,"825 South St, Boston, MA 02215"
296861,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/15/2019 18:29,"462 12th St, New York City, NY 10001"
296870,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/18/2019 18:37,"333 Washington St, San Francisco, CA 94016"
296883,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 20:24,"768 Forest St, Los Angeles, CA 90001"
296888,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/27/2019 20:46,"465 7th St, Dallas, TX 75001"
296899,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/7/2019 12:15,"528 Johnson St, San Francisco, CA 94016"
296906,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,4,2.99,12/8/2019 19:38,"219 Adams St, Los Angeles, CA 90001"
296908,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 8:21,"630 10th St, Los Angeles, CA 90001"
296920,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/3/2019 16:55,"623 Chestnut St, New York City, NY 10001"
296921,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/31/2019 12:19,"659 Forest St, New York City, NY 10001"
296923,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/2/2019 13:24,"279 Willow St, Dallas, TX 75001"
296937,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,6,2.99,12/8/2019 19:25,"45 Church St, Dallas, TX 75001"
296941,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/20/2019 8:05,"965 Dogwood St, New York City, NY 10001"
296955,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/30/2019 19:37,"830 Highland St, New York City, NY 10001"
296967,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/13/2019 13:43,"392 Chestnut St, Dallas, TX 75001"
296970,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/4/2019 19:56,"618 Jackson St, Boston, MA 02215"
296976,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/8/2019 18:50,"771 Meadow St, San Francisco, CA 94016"
296984,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/28/2019 0:08,"446 Washington St, Portland, OR 97035"
296993,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/7/2019 12:26,"255 Pine St, Atlanta, GA 30301"
296994,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/18/2019 15:38,"95 Jackson St, San Francisco, CA 94016"
296995,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/21/2019 19:35,"542 Cedar St, New York City, NY 10001"
297015,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/13/2019 8:43,"58 Dogwood St, San Francisco, CA 94016"
297021,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 20:35,"204 9th St, Seattle, WA 98101"
297023,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/12/2019 0:22,"169 Hill St, New York City, NY 10001"
297032,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/29/2019 20:49,"811 River St, Dallas, TX 75001"
297045,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 11:50,"338 Walnut St, San Francisco, CA 94016"
297050,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/10/2019 10:58,"269 Pine St, Dallas, TX 75001"
297052,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/9/2019 20:31,"479 Sunset St, Austin, TX 73301"
297059,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/25/2019 17:06,"895 Hickory St, San Francisco, CA 94016"
297063,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/23/2019 18:25,"24 13th St, New York City, NY 10001"
297064,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/13/2019 9:23,"816 Pine St, Los Angeles, CA 90001"
297070,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/5/2019 17:55,"876 Forest St, Dallas, TX 75001"
297086,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/28/2019 18:27,"19 4th St, Atlanta, GA 30301"
297090,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/5/2019 9:11,"596 13th St, Boston, MA 02215"
297098,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,2,2.99,12/28/2019 21:30,"986 Adams St, Dallas, TX 75001"
297104,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,3,2.99,12/19/2019 22:44,"743 10th St, San Francisco, CA 94016"
297108,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/1/2019 16:22,"860 7th St, San Francisco, CA 94016"
297129,AAA Batteries (4-pack),https://www.quill.com/is/image/Quill/sp90224431_s7?$img400$,1,2.99,12/31/2019 4:59,"254 5th St, New York City, NY 10001"
